person,num_received,num_viewed,num_completed,num_transactions,money_spent
3d48ea8b03644af2aeddd6804491f144,5,4,3,21,170.18
3d49100a7a3840dea1226cffe0bec553,5,4,1,8,18.4
3d4ceca8f12848a28c346e9067470b05,4,3,3,23,73.08999999999997
3d50b3815c8e4f3b84f46be4d1b64cd3,6,4,,2,7.78
3d55cea8d1bd4066b6e733035caa9821,3,3,2,4,59.61
3d59ceeb962e4903baaaab85cfdb9ebd,5,4,1,19,69.28000000000002
3d654c4678684f5683da800f53e55422,3,2,1,1,20.5
3d6838fcab094b999a032af69d635f89,5,3,3,8,173.04000000000002
3d6ae9ec18294a539edf597fb57afc26,5,2,2,3,82.66
3d6b84ec992941ef9ed4d684cb160edd,3,1,1,4,57.36
3d6dda5a29c345fa99982972c7012b15,4,4,4,13,321.03999999999996
3d6ea609611147dd8a7a75dc5a154f11,5,4,5,10,273.26
3d73e5d5d34d4ea3ab376065e9bd327b,4,3,2,5,107.56
3d74fcd396a24a9e8662c81315e26cdb,5,4,3,13,113.91999999999999
3d78362d314b43179af19945cfba03db,5,4,4,11,826.15
3d9147dad37e4543804cebd0891c6438,5,4,,6,15.38
3d92ee9eb0b444a6bc99e01c46e043ce,4,4,1,3,53.50999999999999
3d959df8ad83496a86d88e02018dc6e6,6,4,,6,17.669999999999998
3d96145e23b34d41a358fbe428292761,6,4,,6,20.52
3d96ff3b4318488ba83f2c27aff66e2e,4,2,1,3,25.11
3d9a80a23be6486687c5c4433834b030,4,3,4,5,138.19
3d9dd4ecd59c4b4db7b788d6c6d12126,5,5,,,
3da3248fc0c2453fbc0246e3df717cf2,3,2,1,13,46.519999999999996
3da6cffee8f84e9d87896f154988cd55,6,5,,9,22.27
3daa3d4af82f4fdda3d70b11b4c6d29f,5,3,2,7,139.54
3dacb18c17fe43a7893f2f241231e647,4,4,3,21,61.66999999999999
3dace629913c4771809eea9c48bdc1ec,6,2,1,12,40.64
3dae0eadb47149b0b9b548d14548524b,4,4,3,7,124.82
3db2add6525849fe9232085feda62d60,2,2,1,5,88.75999999999999
3db51a2e2530430aae0f8a7b2157fdf6,6,5,2,5,26.199999999999996
3db61fc5bd9c415bac6d1a9859707445,5,1,3,8,106.04
3dbbfc8fc19d40df9877aa53a91e601b,5,5,3,11,184.78
3dc0ff03f78948c7b0c9db474bde3485,5,5,3,22,152.27999999999997
3dc3a03a40254297ac72836a40895ff1,4,3,2,7,19.0
3dc5ea64f9d845e99ddb552ae153b9f3,6,5,1,4,71.73
3dc88f458e6449d2a42f78561991ccc7,5,2,4,5,116.15
3dce0870a6e64739ba99ac1bdb5ff744,4,3,1,3,71.01
3dde94fa581145cb9f206624f1a94d5a,4,1,2,7,90.45000000000002
3de0f837e72d42799c8e8cdd0f26ea39,4,2,,10,35.03
3de34e36962a47f988fa0136f8ae22a9,5,3,4,9,214.53
3de3dd15821b4d0bac9ab28deb6b3eb5,4,2,3,3,81.38
3de934a628584d3aad45781044acf062,4,2,3,12,85.65
3dfb16c7592048699d72aba5307fc67d,6,5,3,17,43.85999999999999
3dfb840baf28434d8865be3c2f96c3f6,3,2,3,17,232.51000000000005
3dfbb9216e3f4be7be709bec72faed0f,4,3,3,16,58.43999999999999
3dfc442e93894be19a3f5e8cf7e9c779,5,2,,6,17.68
3e031fe2de2a43ccabdc881ac5d619a8,5,4,3,11,310.05999999999995
3e05c8f651b34f42b666dcf682b2ce5e,4,3,1,3,72.32
3e0f399609df4ee0ab837b6c17891126,4,2,3,4,66.98
3e0f710fad95478d80eb266390c24aeb,3,3,2,3,38.269999999999996
3e1bceba9b6e4dd2964bc101a58baec9,3,1,,6,91.19
3e1effbd211642999badda14b42e9a11,4,3,2,20,52.900000000000006
3e1f861274834e59a88d4f721c747806,4,4,,5,8.09
3e2654232d3c479e88b817fbf3cf6ee1,5,5,4,3,495.89
3e38743dd0cf4af5890441cbccd0bff4,4,3,3,6,175.07
3e449851dce64101a09e5e11ec1aded9,4,4,3,12,192.41999999999996
3e4efd19f31641a3a094c584a79f96cb,6,3,,14,40.779999999999994
3e517aecc99e4a6caa35ab6253df51ff,3,3,,2,19.05
3e52ac05590e43a889c950e793b9269a,5,4,,7,20.580000000000002
3e53b5f8dd95442ab475df8a21906839,6,3,,1,2.42
3e58e7fc4eb14005ae29e766f859f038,4,2,3,6,31.13
3e607b0774ce497793c0a7650c55fdce,6,6,5,12,240.58000000000004
3e621194f72e40d7a0b695ee9b7c38b7,4,3,4,7,157.84
3e641280c5314650bf65285d7054c074,6,6,1,18,66.48
3e6571afb8b242a09de76e353a2b3fc7,5,5,4,10,175.1
3e71633fb9fa489ba6396c1e72807eed,5,4,3,24,80.55000000000001
3e721d353367455e9a614a8ad85be101,4,3,,,
3e73ba9f97144addb9cb17ac324b77ff,4,4,4,12,175.60000000000002
3e77c15494784d63a32919926925d33f,4,1,,5,7.66
3e7cfcff56634b7fb78b7eea015040f3,4,2,1,13,46.83
3e83066be8ad466c9e8a8ca4476e9a52,4,4,3,7,190.97000000000003
3e84b6633c9d4f41b7168799859a3398,2,2,1,17,152.4
3e9a640a3de64d88977b09e45e442d8d,4,2,,3,13.360000000000001
3e9d8e91ee7d4669b4ceaed416819c2b,5,3,3,4,112.7
3e9e889fc54c412fb7d032421f4890c7,6,5,5,11,287.65000000000003
3ea2335f4a264a9894a845eddd0f30c7,3,3,2,4,94.42
3ea76abfb09c4a7db2c38abcb993f862,2,2,2,5,141.76999999999998
3ead7d94371041fcab4db5fb57ced95c,6,3,6,15,157.14000000000001
3eaf1550d25f450e93faeb5a4ab744c1,6,5,6,23,274.56
3ebc5de1f681499e894fd5e388a2b987,4,3,2,7,116.39
3ec0c229ed4f423aa2b5fbf55593a8e2,5,4,,,
3ec1a7cf9bc348e79ba5c7d6db46100a,3,3,,1,14.38
3ec2d72341234a4780b7932048c35b6b,3,2,2,10,106.96000000000001
3ec4bc73b77a46db89e5b738c8fd668c,6,4,4,4,115.67
3ec9fd96e0024dd396c0f0492db033b2,5,3,,5,21.259999999999998
3ecb372184104ff7bad0f0f60cb56e29,5,3,3,8,179.99999999999997
3ecd6653a2d145a4b2bc3b35e8aece7a,4,2,1,15,89.71
3eceb9642019459cbe7dbe9b169cda9d,5,3,,3,7.19
3ed178e8e86541adb4d80fbe8f527590,4,3,1,1,24.87
3ed83ba735d64c53ba97dbf5d22e6e94,3,3,,3,57.42
3ed995ed43a641c1a282760dab603f1f,6,6,,,
3edd406b1d9c42fcb78cd5e38906d2eb,5,2,3,4,117.61999999999999
3ede3a9841e64eadb5b9abcc6be35b5c,3,2,3,17,53.239999999999995
3ee1c588015f405eb0cc8aea95fd9daa,2,2,2,11,133.25
3eeffc8464744d07a823d24b5e7facb9,5,3,1,2,51.769999999999996
3efe20b923644413a8b16912410ff6ed,5,5,1,13,273.76
3eff72c196ce4c02bd4e8bf216f76e8e,5,5,4,9,137.75
3f0081b6b7cb4ad4af44d3472e54da51,6,4,,7,26.64
3f0364013f1d4a45af81f5926222fd50,3,2,2,11,101.19
3f044daa78164ef1a7ce38efaa236667,5,3,,7,5.64
3f08e8eeb88e43079a103ed1af07e220,6,5,6,13,200.00000000000003
3f0ee4aacad648a2b800641dc09003ad,4,4,1,6,18.11
3f1b4a673fe648248e2f14e1256aff2e,5,5,4,12,299.09000000000003
3f1e5b456ba6415d9bd9940324dc66d4,5,4,4,10,208.13000000000002
3f244f4dea654688ace14acb4f0257bb,4,4,2,7,31.669999999999998
3f2535f288c0412b9f62ab9703d4b66a,6,4,6,9,268.16
3f279ee9fd0d4195b0b9574ce0ae6923,3,1,1,3,62.650000000000006
3f27c3b329964bd086ec215d8a9cd9ff,5,2,1,9,34.46
3f28f2a9c1bc40c6bf4e110fdfb05fcd,4,4,3,8,86.64
3f297d8938564fdbbcd73db63bc8ce54,5,4,,11,35.25
3f2a5ab7168645479b7b11be3147d4dc,5,3,3,10,203.95
3f3494f3234e4206a279662bef81fe85,2,2,,12,37.09
3f36bc1d5fc0499b9f96f62348f0f9b0,4,1,1,8,19.78
3f36f34387ec4050bd1b0b2a5180f234,5,1,2,5,21.22
3f3a1d522acf412c90704e3cf464f96b,3,2,3,8,137.88
3f412742bf944b8a9e00715c8e0c485b,5,5,2,16,42.37999999999999
3f42ec0d1791410b86ced8f3700a1f25,4,1,3,7,64.25
3f48b128c5e34a82bc2fa283e9ddd005,4,2,,3,3.8800000000000003
3f4aabdf7c1f430a94982ba13b1c5db3,5,2,3,5,108.97999999999999
3f4c69d24e2948b996d6417f98514c98,5,3,,5,9.090000000000002
3f4cf7d14e744e18a4912b9662c04152,5,5,5,10,214.17000000000002
3f4e408b0b2d4ea89dd16d7437d867c1,5,,1,2,34.04
3f4fe9a8c2564b509fa28fbd4ca689ae,4,4,,1,11.55
3f5dc181f374492f8d1a84fb7d68ec3d,4,4,3,7,157.08
3f7455c3e73f420f870336592072879c,5,4,2,4,132.65
3f7e959b337040a9ab991a7f0b7c74b1,3,3,2,11,146.98
3f820d0634534281bc4b26dfc721806b,5,2,2,5,105.19
3f847ffaf144413d9227c4d9f5286d6b,4,2,,5,11.459999999999999
3f89b8f80ebc4f94b7074f28071aa8d4,4,2,3,18,62.510000000000005
3f89dacd54434508aa3f0b7c66b9ff14,4,2,1,5,29.599999999999998
3f8c5f1b8df44548b99ff6659e572b65,6,5,3,3,49.86
3f9029ee39a1483c9b33d6675f3aa43d,6,1,3,8,201.78
3f99f807bf7e4cc7b2186183e30da851,3,3,2,14,208.68999999999997
3f9da79caafe40478a8a661e53b7299b,4,3,3,3,41.69
3f9ea03fd3194ef288a1afb4affb926d,4,3,3,23,152.43999999999997
3fa1eb81473c41459439cd5749c49cb4,6,5,3,6,35.78
3fa48336a6cb4c80a081423d20598e3d,5,2,5,7,201.40000000000003
3fa6a23cfb1b47a4a1bffd4a2e227f1c,2,2,,3,10.540000000000001
3fab840fa8cd489faf5b86ae7e49b340,3,3,,8,22.32
3fba68733d3c4428909baf16a3613724,5,4,2,8,131.29999999999998
3fbd4946157c40da802c32ef55b52523,5,5,4,9,130.89000000000001
3fc4d0e0b39b4d51a22c20e782d0d31b,4,4,1,8,19.419999999999995
3fc54fb18cd94422bd02b5550002535b,5,3,1,5,16.62
3fc7776cf5734e0093ddd19a4f8f6586,6,5,3,4,63.14
3fce031043224fd49c51a75022d7ace2,4,3,4,14,139.03
3fce5f7edeaf4ad1baf119ed8a92c3b6,5,4,2,6,121.06
3fd0c8cfb67c49aa8e4c998638e463cd,6,6,4,14,370.17999999999995
3fd0feaf8a5344d1a17be1707205814b,4,2,3,4,109.27000000000001
3fd1c26b6323485da797981fe792204c,4,2,1,6,12.46
3fd3adbc4ff84f48b23f0d49b333a2e1,5,4,4,8,146.96
3fd9651d967c44cea221b3a5f645df1e,5,3,3,6,196.77999999999997
3fe342e44bcc4bbc8d1771e1cf9d9ca3,5,4,,7,19.81
3fe73b31a03a42f69522e65364e1b83d,5,3,2,10,39.11000000000001
3ff318b1f700424897bb15fd18c8ebff,5,3,2,4,18.189999999999998
3ff3ba62ae5b46e3b81d6c505bbae67c,3,1,1,2,45.239999999999995
3ff6de008af14b92ae5ce70dc89fb2b4,4,2,1,7,33.9
3ff81199253748819121dcd14361b248,4,2,1,5,21.92
3ff89db5f5a3407f9c33b215bdde0208,5,3,,6,12.39
3ffcb9554e0f48d0b927548b8d6588d2,4,2,1,7,128.2
3fff50f2183a4f04b7a174c0c31ec78c,4,,2,4,85.19999999999999
4005b2a20d104eba881cb73a75dac3d8,6,3,,4,6.98
400b0b26df05490381f988a896541cf6,5,4,2,13,120.28999999999999
400b14d6db8e419fb7e9b8ee738dab3e,3,2,,4,15.6
400d0536e8794cbb855b0d882d67cbda,4,3,,6,17.869999999999997
400ec2d34163424787f1c23e14822e73,3,2,,4,13.120000000000001
40145bb3b5fa40308142041742753599,5,1,1,3,7.369999999999999
4018381562d645bca291b2ea87413258,6,6,3,7,107.89999999999998
401b7219cb274c57ae4d07232f029e0f,6,5,3,3,76.44
401f773670d94a7488581e99777c6c8f,4,4,,3,78.83
402643d64e3941c6acd9b00798a8c07d,4,3,2,13,35.16
402c544727ae422bbe2d1ad7efcaf49a,4,4,1,2,47.51
402d0d57aacc4533ab4384581d0fae61,5,3,3,8,253.35
4032939f81d0437db6b79b1eadbdb8c4,5,2,2,4,87.30000000000001
403903dd849c4fb7932d2e0baa001b5d,2,2,2,5,82.85
40399df768594afaa13aaca0b273608d,5,5,4,12,167.29999999999995
403aa8e5b89e4f48a38b055e6237aee8,6,4,5,11,145.09
40442f4692e4493d93ca58a439ff6b50,5,5,5,13,308.93000000000006
404756e217724ffba736b5b820323d58,2,1,1,10,190.80999999999997
404ba9109a7f4aa384329a925f76c47d,6,5,6,18,344.68000000000006
404bff404fbc4024bfd1da1134594b3f,5,4,4,18,272.85
404f4a94472540d0a7871513a07f375e,3,2,,5,14.829999999999998
4050e4bc05604491956d59f91d96d4d0,5,4,2,14,42.98
4051d8962dfd4b39ab77d39f6440ccb8,6,6,3,15,162.13
4055bb9c2f3c410a88da90791b9253e5,6,6,4,14,261.65
4056d15bfaf94aca9600d139493cee45,6,4,,,
40610dc7b61f4e6abaa83bd2ade8d231,5,4,2,17,34.07
406324ecb02d4fb6997b78e9455bc659,5,4,3,10,90.94000000000001
406b1422299944039e05c12a48dba84a,5,5,4,12,714.47
406e02eb805440949a9c37122c75d2f8,5,2,2,4,30.1
4071653f161042b2bf21a1c18c093a33,6,5,4,8,176.95
40843c1d01874dfb9b93f5daa639c2f9,3,3,3,16,221.64
408c1015bbf04d6b975f374c00f69dcd,5,4,4,10,208.67000000000002
408d9cb496c148a199e4df7cd31452ce,6,5,3,8,28.44
409c069b95af4a6f91c708eaa7e90714,4,2,3,8,198.05
40a030abad2b480d8ef6a31b6238a0e8,6,2,,7,13.35
40a3787d59a64cc9bddfff505cbcc554,4,2,1,5,114.80000000000001
40add65eeccb484eb5567ac2c81601f2,6,5,5,9,254.67
40b18766e22647e3ac27f7ae7c4844d5,6,6,3,4,110.64999999999999
40b746a0008f476e92c356dd8a3ec666,5,5,2,5,118.48
40baeb85957441709f5184161a22068c,3,3,1,3,43.58
40bb30fe65624a638d3148dfb4af92d9,4,4,2,4,69.92
40bbc83401e74e71ace9e09af32c516e,6,4,5,18,214.52000000000004
40bc3cf593394618b90f6d79e198867a,4,2,3,6,145.98
40c068d24b4c48e995bbbc6351429157,6,3,1,6,19.97
40c15d841bd9499f885a2b485fcb689a,5,3,1,7,15.48
40c7f044b1cb4eda9de3789b08025b7e,5,2,3,9,150.23000000000002
40ca4949bc5d4567b2521ce9a1ddd6e8,3,2,3,3,46.66
40cbde3c5aed4be6840e68dcf3168def,5,3,1,12,42.17
40ce078d5b2a43d19138a788754520be,4,4,4,30,220.22
40ce68d83c7b4edc95b47317fb4b6e70,4,4,4,16,154.45999999999998
40d8739cf2ac400d85efe192c3b41a34,5,4,,3,7.3500000000000005
40e4c7bfcfd6412595eb854d5db28e1e,2,2,1,2,34.52
40e6454455f941338a10f99206e0ff0d,6,6,,,
40fd005893554e0085a00baa8649d841,6,6,4,7,184.63
40ffe62904854748b1b19de2233e38e5,2,2,,5,106.33
4109b7b0a77a4f5ab2d2ae906290110d,5,5,4,8,221.20000000000002
4115d8c8857844df976f78f9456c9b8e,6,6,4,4,83.17
411df4b79900411c959c0cb5fa1a7564,5,4,3,8,892.0199999999999
411fed1076014817b31b204ab3b32d93,5,2,5,8,94.75000000000001
4123b9264671440298be32ac008f7249,5,5,2,12,186.07000000000002
412db1d3f66d4380882ae5b42e082b18,4,3,,,
4130eeb519384c549daa23a49141bcde,5,1,,3,11.63
41354aa288d14c75b25b41f5781a0a90,6,5,6,21,283.51
4142f5e23db741b1af4be0287dc91c1c,6,6,1,30,83.03999999999999
41432b5e320846288781470dcc1ce194,3,2,2,4,106.28
4145ed547ce34076a7aa44125654e170,4,2,2,7,157.27999999999997
41486bbaab7a49e2afc05d2b48d3b00f,6,6,4,13,874.63
414cb3b80a7a44bdba702129160c4b9e,3,3,1,2,47.800000000000004
414fa303c4454d7c83660df0603d153c,3,3,3,15,276.75
4150dd859f444e338eadb7e570a0e183,4,3,3,8,32.04
415414bb037949cdad37ac07d89f3deb,4,2,4,8,205.38000000000002
41576d9278374b85be60bb9c2ebb2db1,4,4,,10,19.65
416289a8e8e04d50b5fb4c5c0a5a0564,4,4,3,10,146.84
416454937dd042e7b7b74b99535a74f4,5,4,4,21,77.48
4169cc2f33c24b429bef7b33124b0d16,5,2,2,6,213.03
416fa60078fd4121b15416f2806d7a7c,3,3,,6,21.589999999999996
4174e26000f542c6bc5dfb2b1aadbd50,3,1,,2,6.890000000000001
417528c290084ab0aaf37a3f8b164212,5,4,2,17,59.14000000000001
41759218f61546e49f0c02e98f24028e,2,,1,2,50.900000000000006
4177c85d48f047e29db682c8f87aaac8,6,6,3,6,73.76
4178b9ae5e874f48b27514bf09f1437c,6,4,2,7,19.340000000000003
417c8e42cba54dd0ba1ea7ee079ef87a,6,6,5,24,74.71000000000002
4180446d6f81480cbc467b969b9559bc,5,4,5,17,409.45
4181890d96874b49a39fbcb22cb48853,5,5,2,6,172.63
4188dff279ec47e085789223c8d1264b,4,4,2,4,112.56
418a662338a24c1281854e49bfd9269e,6,6,5,6,104.39999999999999
419bafec9bda42e58305020f3108358c,5,4,4,4,79.38
41a140a85d05424489c6d0c264ba68d8,6,5,5,8,103.6
41aee69895c341108f1e4d65a711f8b9,5,4,2,19,45.14
41afeb5ecf2b493282ee6e71942cb029,6,6,3,6,58.05
41b41a91a8c54404950837d458c3a41a,4,2,4,11,146.05
41b596c1f10d48f293227c259f141d42,5,3,4,9,213.45
41c277ecffe74f16be9c7033c632340c,2,2,,6,71.60000000000001
41c5f4d2e62b47058a65cdeddede89dd,4,4,3,13,145.45
41ca7dbb0a4a487da4f9969f7cd6984b,5,5,3,12,248.32000000000002
41cc688935334060b619a4e9e35578cd,6,5,1,16,106.15
41e399128ba248569157f70a30379f65,4,2,,6,11.71
41e4610d1aa74853b2d590e321699b1c,2,2,2,5,99.88
41e8409476044c8cae5d146960eaf88f,5,4,5,6,161.66000000000003
41eb66dfb4824a029f7abb81c140c267,6,6,6,17,357.30999999999995
41ebfd4601c44c69a53bb4359e2d3666,2,2,1,1,27.26
41ec861919494c089c4ff9ddad44bc4d,4,2,4,8,202.70000000000002
41ed54800a2042988866ecd7d971e2e5,5,3,3,12,951.5300000000001
41f309195094400fa971fe39673b35c7,6,6,6,8,150.17000000000002
41f7c11743e14922b4b66b941d894354,6,4,,15,39.75
41f80ce7d1034e3d8ca1d2768f7b3e09,6,5,5,11,234.46999999999994
41fa5270894247bd86a50a0b072449df,3,3,,4,4.859999999999999
41fb0042a8cf41799cbdba83425478a1,5,2,1,11,30.57
42023cd8387840388f7df528de2dbbe2,6,4,2,18,74.65
4202b82c9a504e048d7e5f20fe687c6a,6,6,5,8,172.73000000000002
4202baa282014408a665fcbb58941620,3,3,2,7,162.47
42047da7b4444c408754ec94d113ee5f,5,5,3,19,69.32
4207564081d246028df41d9dc0f4f6e5,5,2,,11,33.13
4208fdb8007e44f989539c206e9c277c,5,4,2,6,185.2
42096ce6b92542d2a8f8250f260f8a08,4,3,3,9,29.099999999999998
421260f3c6cf49018be314fa93446ff9,3,3,1,4,96.00999999999999
421b51d693fa439aa002c60317056901,3,3,,4,19.35
421ed5bbb1ee49bcac53da61d1d02c4f,4,1,,8,15.97
422466659dc94890a4e044633de07d39,5,4,5,8,121.94000000000001
4225e40a26b24128890708144eab8a5e,5,5,2,8,162.68
422631a65e9242009e76974de2e350d3,5,2,3,3,59.21
422a5be8f91e4a65854b715254db72e4,3,2,,7,22.240000000000002
422b5109db734d52825cc7e02ba5ab7c,5,1,2,10,40.489999999999995
42356a716cc04449888a67939d08a18b,2,2,2,7,80.34
423dcd0eef994564a5eb93b450cd13c5,4,4,2,5,78.64999999999999
42432413aab94bb4ae54d7d097c371f5,3,1,1,6,17.759999999999998
424fa072fc4347a38a85285591e5821a,4,2,2,13,37.91
4250e698f1e942f68baa7ebbe033ad65,6,6,4,7,176.20000000000002
4255371be3b243fd842bc88be8d80ff0,4,4,4,10,144.26
4255c07360cd4efb9fcc401dfcc995ae,6,4,,3,9.3
425a1b6efc454b329d8723f9966cf72f,2,2,2,6,64.71000000000001
425baccbe9154f13844934c24b68b38e,5,2,5,7,97.11
425ca6cede40446280b4368d9bf8de72,5,5,3,8,80.75
4264b1d027cc493281bba4f44bfedaca,4,3,4,9,248.63
4272f84fac8744f39cca36e2b957926b,3,3,,15,37.339999999999996
427ad78ade6547a49e59cd1fb2ca3302,5,5,3,11,540.34
427b6f492f62468cb53ad6c040002b88,5,3,5,12,192.25
428111c5138a4a4c8131e5d2f258fa95,5,3,2,7,176.46
428a7a141ea14071828d4011ea6c1091,4,2,3,11,44.63999999999999
429091528c174175a468c0de6a7deea6,3,1,1,7,15.32
42923cf2f39a4bb49820a3fe12928ade,4,4,3,13,333.14
4293153650e04742b310ac06cd3810e9,4,4,1,2,25.9
429e00f2242445c4b34e612ec99e85e5,5,5,1,4,22.12
42a5a6e8af08402db9ce09603c856a5d,3,3,,3,50.08
42b08cfe20c54e15ab6815c4a1d9d2cf,5,2,1,7,104.58
42b0a99fe41e4809a552628314decebd,5,5,3,3,49.550000000000004
42b0b986cedd4da1baec612aea5dee43,5,2,1,3,12.74
42b57a678bda41d88dd6adfa2e5f8d5d,5,4,4,8,131.07999999999998
42bb26c6f1704c9482a0a949801fee7f,4,1,1,8,236.14000000000001
42c58541871e4062bfc7c30f7fa266d5,5,4,3,7,121.91
42c904a1bc8a4791a42ae78ac03682f6,6,2,,3,13.26
42cf2edf73e04c69af82aa01d6756491,6,3,2,15,38.22
42d1b66fa6ea43d1a808494b6fd1162b,3,3,2,4,84.09
42d9221a82654037aedacd9ea24dd709,3,1,1,5,17.42
42de30f65a554db2b2928ab318de7390,3,1,,7,18.169999999999998
42e17b916ce44fbb9ffcf4793f654a75,3,2,1,4,66.84
42e511d82add46d4b0038ab71015f1b5,5,3,4,28,127.81000000000002
42ee9df85c43446b99f37a7ee3296c5f,3,1,1,6,20.31
42ef6b1a574d43e69750a3c7fd378ef4,6,6,5,14,371.31
42f00b6b150e45149c50db9bd642bca6,5,3,1,2,37.59
42f0d273d2914b0192bd37a37888df36,6,5,4,15,177.48000000000002
42f2d7c55fe84b68bf9e743e8992fd8c,6,3,,4,8.36
42f35f86d08c45b39814fb3e4dbe8c07,5,3,,5,18.04
42f8d287efa7489c9c13f94b2cec5fc5,4,2,3,14,215.03999999999996
42fd8e1e7c4548c9b4c151a1c3af134b,4,3,1,6,15.1
43005ea0767043898ec9ae15e0a64e33,5,3,3,14,265.82
4300a41fca2143a38b46941de668f6d6,4,1,1,5,16.610000000000003
4306f7eff9f14072833008e7b63ac535,4,2,3,12,177.43
430e42dcf5fd434c8de633467765b0eb,4,3,3,7,149.65
430f2cedb60c4585bda4c36106db73d5,5,4,4,8,184.91000000000003
431a9ec074b44e80886ba3dfed6dfe2f,6,3,6,5,126.75
431c1dedcdf348b8bb6aa51c00d46219,5,5,1,2,54.68
431c402015e141ef9946fc80ae6b27ce,5,4,5,12,112.58999999999999
431c4c38270f43aba599470ac6ec0e7a,5,5,1,2,46.0
431cf1d3f64f438f9fc21a04e2a10afb,6,5,1,12,30.900000000000002
4321403798a84772b2c721ff18860a5b,4,3,,3,13.54
4324b549f593457696d336c2925ee12f,5,5,4,8,199.57999999999998
432d46d47f4d4db6832de94d77f7876d,4,2,1,12,42.44999999999999
433615d15b654fc99fefa9cd1d0b1a48,4,4,3,4,63.6
433a0d9532eb4aa39e91a12f12bb1d99,5,3,2,11,71.89
43417e1318e84492888dc8a6aa6cc48d,6,4,5,11,150.59
4344c0e231a545769e1bd581d1569d6b,2,2,1,10,146.94
4346a6782c8a444ab83c212674613d28,3,3,2,4,59.370000000000005
43471d98a3a84930ab5bb1cd7c09f108,5,5,1,12,41.61999999999999
434895bf1bd14ee4b064961958b9d1a4,4,3,2,4,97.45
434acfcc8e9944868678a10201b50b7c,5,2,1,5,22.880000000000003
4357cb4e15f04f988045c5a7e37c5775,6,4,6,13,263.18
4358fa2c11d84f268b83940efbf85816,5,5,1,2,35.58
4359a6d4c78c40cebeab11bbf77d992e,4,2,2,6,28.720000000000002
435afc43755d4bd5ab56ec38dcc152ff,4,3,3,4,100.20000000000002
435caadc48d940d08c9c241add12e8de,5,5,4,5,99.98000000000002
435e8d41374d4c9ca365a90566f28e0a,3,3,1,4,92.87
436320ed13aa4d0b9bab3363e5e3c1ee,6,4,,7,14.43
436552d254074769ad35ed793c30953e,5,5,5,11,237.29000000000002
436605b486e34d1bba60174774eac593,5,4,3,9,190.68
436bbac7c82742b1bf5e484c0c6bbede,1,1,1,4,75.28999999999999
436e0674e0094943aef62cfcfdb9d3c3,4,2,2,17,170.28
4377157cf3664707b667bc74073c6ca6,5,5,3,16,42.260000000000005
4377b1d9dd5d4d5098bd81720a4b7523,3,2,1,4,106.88
437d60b0eb6c43fdb874df11231f4198,5,5,1,3,47.08
4384b18804874776b628f5d6a390e2d4,5,5,5,16,268.23999999999995
4386efbbacd145eaa621a5f008ffd0c3,5,4,2,3,74.22
438754025de24239a4561429155a7e36,6,2,,4,11.55
438b72c4145340d0951e2009351b2163,4,4,2,7,112.47
438bd46f2bb843498a3e296103423d6a,6,5,3,5,124.75
43926e6dd27749ceb73a1e851679aa66,5,5,5,13,292.51
439493c46a814ea6928f444db5eff0aa,5,3,2,13,42.89
4394b8bc2235422dbdeb3cdc4908b6c1,5,3,2,9,24.950000000000003
439607c704aa4e598883966c1dacc51e,5,5,3,5,118.7
4399fd7521de4731838ac1215975a5d8,3,1,,9,16.75
43a1ff5a741c499b91b6c026d0d93f81,6,3,,5,9.84
43a2fb8785594b128e771ca380718e90,2,2,1,7,139.27
43a50d7e5c8547a9aa1ec31291b9fc30,6,1,1,8,30.909999999999997
43a5c67728a441a78664d2dcbb6a265b,4,4,,14,22.219999999999995
43a78c110de64f5c98d01f13d02332df,5,4,4,12,143.38
43aae84d54144c1bacf027bbb00f4ffa,5,3,2,14,51.00000000000001
43ab1831aeb0431f98efd3578f14bf67,4,2,3,2,72.11
43ae63b5a3fb43958427cde7ccdb202c,5,2,1,6,10.89
43b1ca5826de42a48707d29dcfa7d7ad,5,2,1,4,14.96
43b53afc1f254f16962cedd850c030b6,5,3,3,6,152.14
43ba16ae14404ada9c749043c66f3741,5,2,2,17,240.90000000000003
43bd55b2d84447b592dcd9b2e04f392b,5,4,3,6,127.69
43c18a0cc9fc4e02bbc1bedd52c7859b,3,2,,5,9.840000000000002
43d31551643c4dc181cd13204b2dcff9,6,6,6,8,101.92999999999998
43d7a676c9a443c68dd2213c2243de66,2,2,,2,27.62
43d95ea16fb942d284f8b7304bc46616,5,3,2,13,51.31
43da96fd377b468d81bf13f425a07164,3,2,1,12,42.56
43daf8fb68d147d38cb1eb669d7916c5,5,5,3,8,147.75
43ddc0d38ac4481e9bbf42310114fea3,5,5,1,2,38.91
43e85b465c6c446396adb3293b3aeb8d,6,2,,11,24.81
43e90787bd3a47b1a6963bb87ffdfda5,3,2,1,4,25.87
43ed353933c144caa4efffd219bb17a1,5,4,2,7,148.49
43ef5ce699df45d4bb4eda5037f82c1d,5,5,,5,14.0
43f4759ebb394301af177bba53db7f77,6,3,4,8,188.08
43f9776020c542c293d8b296a33ea91f,6,6,2,3,431.61
43fbc1418ee14268a5d3797006cc69be,6,3,6,10,222.98
43ffb6ce475d4ccba9828e4a07a4c31f,3,1,,7,69.25999999999999
440244d2fe344c3c99478e7aefc1facd,4,4,1,3,108.74000000000001
44053ee4929b4070943b71698b5d8b9c,5,3,3,20,73.33000000000001
